id,position,name,description,dueDate,timer,commentCount,boardId,listId,coverAttachmentId
1605293212451210828,131070,Przenoszenie kart,"Aby przesuwać kartę w obrębie tablicy przeciągnij ją na odpowiednią listę lub wybierz nazwę listy z rozwijanego menu pod nazwą karty.


Przenoś karty pomiędzy projektami/tablicami klikając ikonę <!--orange-->Menu kontekstowego<!--orange-end--> i wybierając opcję <!--lime-->Przenieś kartę<!--lime-end-->.",,,0,1605293210387613227,1605293211973060151,
1605293212451210831,131070,Edytor tekstu: Opcje wyświetlania,"Opcje wyświetlania mogą być zmienione poprzez ikony w prawym górnym rogu lub poprzez skróty:

- Podgląd edycji (`Ctrl` + `7`) - pokazuje tylko edytowany tekst wraz ze składnią Markdown.
- Podgląd edycji na żywo (`Ctrl` + `8`) - po lewej stronie pokazuje edytor ze składnią Markdown, po prawej podgląd ostatecznej wersji tekstu.
- Podgląd na żywo (`Ctrl` + `9`) - pokazuje tylko podgląd ostatecznej wersji tekstu.
- Podgląd pełnoekranowy (`Ctrl` + `0`).",,,0,1605293210387613227,1605293211973060152,
1605293212409267780,196605,"Pasek tablicy (filtrowanie, członkowie)","Każda tablica posiada menu w którym można:

- Zobaczyć nazwę tablicy,
- Zobaczyć liczbę kart po filtrowaniu,
- Dodać lub usunąć członków (jeśli jesteś moderatorem projektu),
- Filtrować istniejące karty po przypisanych do nich użytkownikach,
- Filtrować istniejące karty po przypisanych do nich etykietach oraz tworzyć, edytować i usuwać etykiety,
- Zarządzać integracją z GitHubem (w trakcie implementacji, obecnie dostępne linkowanie).",,,0,1605293210387613227,1605293211973060147,
1605293212451210832,196605,Edytor tekstu: Zaawansowane funkcje,"### Poznaj edytor tekstu Markdown używany w 4ga Boards.

4ga Boards używa zaawansowanego edytora typu Markdown.
Dopasuj rozmiar edytora tekstu przeciągając ikonę <!--orange-->Trzech kropek<!--orange-end--> w prawym dolnym rogu edytora.
</br>

#### Najważniejsze opcje edytora Markdown:
Otwórz opis karty i wybierz opcję podglądu edycji na żywo (`Ctrl` + `8`) aby zobaczyć składnię Markdown oraz podgląd tekstu.

---

**W ten sposób napiszesz pogrubiony tekst**
*Tak napiszesz kursywą*
~~W ten sposób przekreślisz tekst~~


---

# Używaj tytułów dla lepszej widoczności
## Używaj różnych rozmiarów tytułów
### Dostępne jest sześć rozmiarów
#### Czwarty tytuł
##### Piąty tytuł
###### Szósty tytuł

Dodawaj schludniejsze linki:
[Link do dokumentacji](https://docs.4gaboards.com/pl)
albo po prostu
https://docs.4gaboards.com/pl

Dodawaj cytaty:
> Cogito, ergo sum

Dodawaj kod:
`print(""Hello world"")`

Dodawaj bloki kodu:
```js showLineNumbers {1-2, 4}
x = 1
if x == 1:
    print(""x is 1"")
else:
    print(""x is not 1"")
```

<!-- Tutaj możesz wstawić swój niewidoczny komentarz -->

Dodawanie zdjęć w opisie przy użyciu linku:
![zdjęcie](https://4gaboards.com/repo/img/4gaboards256w-white.png)

Dodawaj tabelki:
| Kolumna 1 | Kolumna 2|
|--------|--------|
| 1 | 2 |
| 1 | 2 |
| 1 | 2 |

Dodawaj punktowane listy:
- To
- Jest
- Lista

Dodawaj numerowane listy:
1. To
2. Też
3. Jest
4. Lista

Dodawaj listy zadań:
- [ ] Zadanie 1
- [ ] Zadanie 2

Dodawaj kolorowy tekst:
<!--red-->Kolorowy<!--red-end--> <!--lime-->tekst<!--lime-end-->",,,0,1605293210387613227,1605293211973060152,
1605293212375713340,196605,Wykorzystaj potencjał 4ga Boards,"## Jak w pełni wykorzystać możliwości 4ga Boards?

### Jednocześnie edytuj karty oraz tablice

Przy otwartym widoku karty możesz wciąż edytować tablicę (np. edytować inne karty, przesuwać je pomiędzy tablicami, sprawdzać zmiany).

### Nie zapisuj zmian przy każdym opuszczeniu karty

Zmiany lokalne wprowadzone w opisie karty pozostają tam nawet w przypadku przejścia do innej karty/tablicy/projektu/innej karty w przeglądarce.
Na tym samym urządzeniu możesz w każdej chwili wrócić do swoich zmian, nawet po wyłączeniu przeglądarki lub restarcie urządzenia.


### Pamiętaj o zapisaniu zmian!

Inni użytkownicy nie zobaczą twoich zmian dopóki ich nie opublikujesz. Pamiętaj o zapisaniu istotnych zmian aby umieścić je na serwerze.


### Usprawnij pracę dzięki zwijaniu list

Bałagan na tablicy? Zaoszczędź miejsce przez zwinięcie niektórych, mniej używanych list. Możesz wciąż z nich korzystać oraz umieszczać w nich karty.",,,0,1605293210387613227,1605293211964671537,
1605293212409267777,196605,GitHub,https://github.com/RARgames/4gaBoards,,,0,1605293210387613227,1605293211973060146,
1605293212451210830,196605,Członkowie,"Zarządzaj członkami karty klikając ikonę <!--orange-->Plusa<!--orange-end--> przy napisie ""Członkowie"".

Jeśli członek nie jest możliwy do dodania oraz jesteś moderatorem projektu, dodaj członka klikając ikonę <!--orange-->Dodaj użytkownika<!--orange-end--> w menu tablicy.",,,0,1605293210387613227,1605293211973060151,
1605293212417656393,196605,Zbyt szeroki panel boczny? Chcesz schować panel boczny?,"Aby zmienić rozmiar panelu bocznego przejdź do Ustawienia -> Preferencje -> Kompaktowy panel boczny.

Zwiń/rozwiń panel boczny klikając ikonę <!--orange-->Minimalizacji panelu bocznego<!--orange-end--> przy logo 4ga Boards w nagłówku.",,,0,1605293210387613227,1605293211973060150,
1605293212409267781,262140,Dodaj członka do tablicy,Dodaj członka do tablicy klikając ikonę <!--orange-->Dodaj użytkownika<!--orange-end--> (użytkownik z plusem).,,,0,1605293210387613227,1605293211973060147,
1605293212409267778,262140,Podoba Ci się 4ga Boards?,Wyraź swoją wdzięczność i zostaw gwiazdkę na stronie 4ga Boards na [GitHub](https://github.com/RARgames/4gaBoards)!,,,0,1605293210387613227,1605293211973060146,1605293213910828669
1605293212451210834,262140,Edytor tekstu: GitHub,"### Aby skorzystać z podanych niżej funkcjonalności tablica musi zostać połączona z GitHub.

Domyślnie tablica <!--red-->NIE jest<!--red-end--> połączona z GitHubem (użyj ikony <!--orange-->GitHub<!--orange-end--> z menu tablicy, aby połączyć).

Dodaj link do GitHub issue:
Kliknij na przycisk<!--lime--> Add issue<!--lime-end--> (hashtag) i zapisz numer issue bądź PR albo napisz: `#(numer issue)`, np. `#1`.
zamiast hashtaga możesz użyć:
`GH-(numer issue)`, np. `GH-1`.
aby połączyć się z issue bądź PR w forku użyj:
`(nazwa forku)#(numer issue)`, np. `samplefork#1`.
aby połączyć issue/PR z repozytorium użyj:
`(użytkownik bądź organizacja)/(repozytorium)#(numer issue)`, np. `RARgames/4gaboards#1`


Dodaj link do GitHub commit:
dodaj link do commita poprzez:
`(commit hash)`, np. `1d7e95e8d496564ac5f69a06db60df79a6a585c4`
dodaj link do commita w forku poprzez użycie:
`(nazwa forku)@(commit hash)`, np. `samplefork@1d7e95e8d496564ac5f69a06db60df79a6a585c4`
dodaj link do commita w repozytorium używając:
`(username)/(repository name)@(commit hash)`, np. `RARgames/4gaBoards@1d7e95e8d496564ac5f69a06db60df79a6a585c4`

Dodaj wzmiankę o użytkowniku (mention):
aby wspomnieć użytkownika użyj `@(username)`, np. `@RARgames`

Możesz również wkleić link aby połączyć commit, issue albo PR, komentarz do commita, issue albo PR , użytkownika.",,,0,1605293210387613227,1605293211973060152,
1605293212451210833,262140,Etykiety,"Zarządzaj etykietami przypisanymi do karty klikając ikonę <!--orange-->Plusa<!--orange-end-->.
W wyskakującym okienku możesz również dodać (przycisk <!--lime-->Stwórz nową etykietę<!--lime-end-->) lub edytować/usunąć (ikona <!--orange-->Ołówka<!--orange-end-->) etykiety dla całej tablicy.",,,0,1605293210387613227,1605293211973060151,
1605293212409267782,327675,Zwijanie/rozwijanie list,Aby rozwinąć/zwinąć listy kliknij ikonę <!--orange-->Trójkąta<!--orange-end--> przy nazwie listy.,,,0,1605293210387613227,1605293211973060147,
1605293212451210835,327675,Termin,"Dodaj termin do karty klikając ikonę <!--orange-->Plusa<!--orange-end-->.
Edytuj/usuń termin klikając ikonę <!--orange-->Ołówka<!--orange-end-->.

Jeśli termin dla karty jest wypada później niż dwa tygodnie będzie on wyświetlony na <!--grey-->szaro<!--grey-end-->;
jeśli wypada w przeciągu dwóch tygodni - na <!--yellow-->żółto<!--yellow-end-->;
termin przekroczony będzie się wyświetlał na <!--red-->czerwono<!--red-end-->.","""2024-10-17T10:00:00.000Z""",,0,1605293210387613227,1605293211973060151,
1605293212451210836,393210,Stoper,"Włącz/wyłącz stoper klikając na niego.
Zresetuj stoper klikając na ikonę <!--orange-->Ołówka<!--orange-end--> a następnie wybierając opcję <!--lime-->Usuń<!--lime-end-->.",,"{""total"":4325,""startedAt"":null}",0,1605293210387613227,1605293211973060151,
1605293212451210837,458745,Powiadomienia,"Zapisz/wypisz się z powiadomień dla danej karty klikając w przycisk <!--lime-->Zapisz się/Wypisz się<!--lime-end--> aby otrzymywać/przestać otrzymywać powiadomienia jeśli inny użytkownik zrobi zmiany w danej karcie, np. doda komentarz.

Powiadomienia widoczne są po naciśnięciu ikony <!--orange-->Dzwonka<!--orange-end--> w nagłówku.",,,0,1605293210387613227,1605293211973060151,
1605293212451210838,524280,Lista zadań,"Dodaj nowe zadanie klikając na przycisk <!--lime-->Dodaj zadanie<!--lime-end--> bądź ikonę <!--orange-->Plusa<!--orange-end-->.

Dodaj członka/termin do zadania najeżdżając kursorem na odpowiednie zadanie, klikając w ikonę <!--orange-->Menu kontekstowego<!--orange-end--> i wybierając opcję <!--lime-->Dodaj członków/Dodaj termin<!--lime-end-->.
Zarządzaj członkami/terminami zadania klikając <!--lime-->Członka/Termin<!--lime-end--> bądź przez menu kontekstowe.

Zwiń/rozwiń zadania na karcie klikając w ikonę <!--orange-->Trójkąta<!--orange-end--> przy liczbie zadań.",,,0,1605293210387613227,1605293211973060151,
1605293212451210839,589815,Załączniki,"### Załączniki

Dodaj załączniki do karty używając skrótu `CTRL`+`V`, przeciągając je na kartę lub klikając w przycisk <!--lime-->Dodaj załącznik<!--lime-end--> i wybierając go z dysku.
Usuń załącznik, po najechaniu na niego klikając ikonę <!--orange-->Ołówka<!--orange-end--> i wybierając opcję <!--lime-->Usuń<!--lime-end-->.

### Wyróżnienie karty

Po załączeniu obrazka możesz go użyć w celu wyróżnienia kart (obrazek pojawi się na karcie).

Dodaj wyróżnienie klikając w przycisk <!--lime-->Dodaj wyróżnienie<!--lime-end--> przy odpowiednim obrazku.
Usuń wyróżnienie klikając w przycisk <!--lime-->Usuń wyróżnienie<!--lime-end-->.",,,0,1605293210387613227,1605293211973060151,1605293213910828671
